-71.1902,42.2826,-8844.329748
-71.1874,42.2826,-9076.199966
-71.1874,42.2854,-9153.008627
-71.1846,42.2798,-9250.015225
-71.1846,42.2826,-9327.230215
-71.1846,42.2854,-9400.363728
-71.1846,42.2882,-9472.542545
-71.1818,42.277,-9455.947193
-71.1818,42.2798,-9535.298999
-71.1818,42.2826,-9601.990725
-71.1818,42.2854,-9666.042589
-71.1818,42.2882,-9732.467299
-71.1818,42.291,-9802.488857
-71.179,42.2798,-9867.532872
-71.179,42.2826,-9906.04914
-71.179,42.2854,-9951.521003
-71.179,42.2882,-10008.0233
-71.179,42.291,-10073.42967
-71.179,42.2938,-10145.35966
-71.1762,42.2798,-10277.32305
-71.1762,42.2826,-10241.94809
-71.1762,42.2854,-10255.4118
-71.1762,42.2882,-10298.73297
-71.1762,42.291,-10358.63418
-71.1762,42.2938,-10428.52875
-71.1734,42.2686,-10382.02534
-71.1734,42.2742,-10929.70265
-71.1734,42.277,-11817.00522
-71.1734,42.2798,-10791.34141
-71.1734,42.2826,-10591.50479
-71.1734,42.2854,-10571.10988
-71.1734,42.2882,-10603.54769
-71.1734,42.291,-10659.09313
-71.1734,42.2938,-10727.08286
-71.1734,42.2966,-10803.16114
-71.1734,42.3498,-12981.07516
-71.1734,42.3526,-12761.82504
-71.1706,42.2658,-10519.29402
-71.1706,42.2686,-10887.29553
-71.1706,42.2714,-11706.74517
-71.1706,42.2742,-11896.55162
-71.1706,42.277,-11431.89162
-71.1706,42.2798,-11070.72868
-71.1706,42.2826,-10912.71624
-71.1706,42.2854,-10892.80806
-71.1706,42.2882,-10923.86966
-71.1706,42.291,-10977.86338
-71.1706,42.2938,-11044.29098
-71.1706,42.2966,-11118.77384
-71.1706,42.2994,-11199.94201
-71.1706,42.347,-13788.08606
-71.1706,42.3498,-13963.68065
-71.1706,42.3526,-13621.92206
-71.1706,42.3554,-13118.38276
-71.1678,42.263,-10573.18464
-71.1678,42.2658,-12426.2068
-71.1678,42.2686,-11269.62805
-71.1678,42.2714,-11350.95678
-71.1678,42.2742,-11841.31515
-71.1678,42.277,-11493.84031
-71.1678,42.2798,-11283.45038
-71.1678,42.2826,-11224.89269
-71.1678,42.2854,-11230.80752
-71.1678,42.2882,-11268.03635
-71.1678,42.291,-11321.97933
-71.1678,42.2938,-11386.44553
-71.1678,42.2966,-11457.56714
-71.1678,42.2994,-11533.94908
-71.1678,42.3358,-17662.71264
-71.1678,42.3386,-16383.20105
-71.1678,42.3442,-14583.28766
-71.1678,42.347,-14684.69145
-71.1678,42.3498,-16551.03365
-71.1678,42.3526,-14741.98848
-71.1678,42.3554,-13774.93347
-71.1678,42.3582,-13320.74808
-71.165,42.263,-10539.66928
-71.165,42.2658,-10905.87944
-71.165,42.2686,-11049.70367
-71.165,42.2714,-11184.42936
-71.165,42.2742,-11402.56589
-71.165,42.277,-11699.12867
-71.165,42.2798,-11609.62443
-71.165,42.2826,-11585.56977
-71.165,42.2854,-11614.05931
-71.165,42.2882,-11653.77404
-71.165,42.291,-11703.87564
-71.165,42.2938,-11765.14986
-71.165,42.2966,-11830.6847
-71.165,42.2994,-11895.11823
-71.165,42.3022,-11966.10135
-71.165,42.3358,-19117.60728
-71.165,42.3386,-16924.99191
-71.165,42.3414,-15705.04275
-71.165,42.3442,-15294.4608
-71.165,42.347,-15428.32103
-71.165,42.3498,-16244.62681
-71.165,42.3526,-15091.30879
-71.165,42.3554,-14365.17149
-71.165,42.3582,-13893.51105
-71.1622,42.2602,-10584.43063
-71.1622,42.263,-10718.50149
-71.1622,42.2658,-10860.31324
-71.1622,42.2686,-11016.79006
-71.1622,42.2714,-11206.11007
-71.1622,42.2742,-11450.61773
-71.1622,42.277,-11780.80239
-71.1622,42.2798,-11987.75303
-71.1622,42.2826,-12067.43767
-71.1622,42.2854,-12093.4113
-71.1622,42.2882,-12110.97811
-71.1622,42.291,-12141.22003
-71.1622,42.2938,-12203.10634
-71.1622,42.2966,-12268.12279
-71.1622,42.2994,-12299.53784
-71.1622,42.3358,-16148.48074
-71.1622,42.3386,-16226.81779
-71.1622,42.3414,-16018.40238
-71.1622,42.3442,-15942.42826
-71.1622,42.347,-16152.54414
-71.1622,42.3498,-16252.84487
-71.1622,42.3526,-15525.20377
-71.1622,42.3554,-14977.78356
-71.1594,42.2574,-10751.42003
-71.1594,42.2602,-11889.73704
-71.1594,42.263,-11230.03235
-71.1594,42.2658,-11025.86639
-71.1594,42.2686,-11116.23679
-71.1594,42.2714,-11317.49693
-71.1594,42.2742,-11600.75826
-71.1594,42.277,-12032.85117
-71.1594,42.2798,-12970.67817
-71.1594,42.2826,-12899.43753
-71.1594,42.2854,-12783.94246
-71.1594,42.2882,-12696.87685
-71.1594,42.291,-12646.91442
-71.1594,42.2938,-12747.94672
-71.1594,42.2966,-12918.54362
-71.1594,42.2994,-12781.38644
-71.1594,42.333,-15738.55677
-71.1594,42.3358,-16231.0716
-71.1594,42.3386,-16518.47573
-71.1594,42.3414,-16636.32125
-71.1594,42.3442,-16723.93562
-71.1594,42.347,-16957.85191
-71.1594,42.3498,-17013.24694
-71.1594,42.3526,-16304.11986
-71.1594,42.3554,-15730.90438
-71.1594,42.3582,-15244.78308
-71.1566,42.2574,-10651.11809
-71.1566,42.2602,-11542.83906
-71.1566,42.263,-11405.28042
-71.1566,42.2658,-11138.18649
-71.1566,42.2686,-11240.05705
-71.1566,42.2714,-11458.93916
-71.1566,42.2742,-11768.18508
-71.1566,42.277,-12244.69109
-71.1566,42.2798,-13272.60261
-71.1566,42.2826,-13730.23334
-71.1566,42.2854,-14554.86165
